pid,title,price_ngn,price_raw,bedrooms,bathrooms,prop_type,location,area,lga,state,agent,features,date_added,url
7PUDL,Standard Warehouse For Sale In Oshodi Apapa Rd,50000000000.0,"₦ 50,000,000,000",,,Commercial Property,Oshodi Apapa Rd Oshodi Expressway Oshodi Lagos,Oshodi Apapa Rd Oshodi Expressway,Oshodi,Lagos,DORIWHALLY PROPERTIES,,24 Jun 2026,https://www.propertypro.ng/property/commercial-property-for-sale-oshodi-apapa-rd-oshodi-expressway-oshodi-lagos-7PUDL
8NZUD,2 Bedroom Apartment,300000000.0,"₦ 300,000,000",2.0,,House,Oniru Victoria Island Lagos,Oniru Victoria,Island,Lagos,Tugaris Realtor,Only on PropertyPro,14 Jan 2026,https://www.propertypro.ng/property/2-bedroom-house-for-sale-oniru-victoria-island-lagos-8NZUD
2PQPE,3 Bedroom Apartment,150000000.0,"₦ 150,000,000",3.0,4.0,Flat Apartment,Gbagada Lagos,Gbagada,Lagos,Lagos,.,,25 May 2026,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-sale-gbagada-lagos-2PQPE
8PSCK,3 Bedroom Apartment,85000000.0,"₦ 85,000,000",3.0,4.0,Flat Apartment,Galadimawa Abuja,Galadimawa,Abuja,Abuja,Lighthouse Property,Big Compound; Parking Space; All Room Ensuit,08 Jun 2026,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-sale-galadimawa-abuja-8PSCK
6PPBD,4 Bedroom Terrace Duplex,150000000.0,"₦ 150,000,000",4.0,4.0,House,Orchid Road Near Coopland 2nd Toll Gate Lekki Lagos,Orchid Road Near Coopland 2nd Toll Gate,Lekki,Lagos,Firmwealth Realtors,,12 May 2026,https://www.propertypro.ng/property/4-bedroom-house-for-sale-orchid-road-near-coopland-2nd-toll-gate-lekki-lagos-6PPBD
2PSBG,2 Bedroom Apartments In Lekki Scheme 2,90000000.0,"₦ 90,000,000",2.0,2.0,Flat Apartment,Lekki Scheme 2 Ajah Lagos,Lekki Scheme 2,Ajah,Lagos,Comfort Home,24 Hours Security; Drainage System; Parking Space,08 Jun 2026,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-sale-lekki-scheme-2-ajah-lagos-2PSBG
4PSVW,A Contemporary Spacious 2bedroom Flat With Pool,85000000.0,"₦ 85,000,000",2.0,3.0,House,Alagomeji Yaba Lagos,Alagomeji,Yaba,Lagos,.,,14 Jun 2026,https://www.propertypro.ng/property/2-bedroom-house-for-sale-alagomeji-yaba-lagos-4PSVW
0PNWF,2 Bedroom Apartment,250000000.0,"₦ 250,000,000",2.0,2.0,Flat Apartment,Ikate Lekki Lagos,Ikate,Lekki,Lagos,Tigano,Governor's Consent; Cctv Cameras; 24 Hours Security,10 May 2026,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-sale-ikate-lekki-lagos-0PNWF
0PPBT,Newly Built 2 Story Building,680000000.0,"₦ 680,000,000",2.0,2.0,House,Victory Estate Ago / Amuwo Odofin Palace Road Victoria Island Lagos,Victory Estate Ago / Amuwo Odofin Palace Road Victoria,Island,Lagos,Hyginus Emecheta,,12 May 2026,https://www.propertypro.ng/property/2-bedroom-house-for-sale-victory-estate-ago-amuwo-odofin-palace-road-victoria-island-lagos-0PPBT
9PSCK,3 Bedroom Apartment,85000000.0,"₦ 85,000,000",3.0,4.0,Flat Apartment,Galadimawa Abuja,Galadimawa,Abuja,Abuja,Lighthouse Property,Big Compound; Parking Space; All Room Ensuit,08 Jun 2026,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-sale-galadimawa-abuja-9PSCK
9PCNL,5bed Detached+bq..,5000000000.0,"₦ 5,000,000,000",5.0,6.0,House,Banana Island Ikoyi Lagos,Banana Island,Ikoyi,Lagos,Dollyrealty,Only on PropertyPro,08 Feb 2026,https://www.propertypro.ng/property/5-bedroom-house-for-sale-banana-island-ikoyi-lagos-9PCNL
7NMGW,Newly Built 3 Bedroom Flat,80000000.0,"₦ 80,000,000",3.0,3.0,House,Masha Surulere Lagos,Masha,Surulere,Lagos,Barbsconsult,Big Compound; All Room Ensuit; C Of O,04 Sep 2025,https://www.propertypro.ng/property/3-bedroom-house-for-sale-masha-surulere-lagos-7NMGW
7PRTP,Newly Storey Building For Sale,170000000.0,"₦ 170,000,000",3.0,3.0,House,Location...aromire Street Off Lyala Street By Oliyide Street Mushin Road Mushin Mushin Lagos,Location...aromire Street Off Lyala Street By Oliyide Street Mushin Road Mushin,Mushin,Lagos,Hyginus Emecheta,Big Compound; 24 Hours Security; Parking Space,04 Jun 2026,https://www.propertypro.ng/property/3-bedroom-house-for-sale-locationaromire-street-off-lyala-street-by-oliyide-street-mushin-road-mushin-mushin-lagos-7PRTP
9PJGH,3 Bedroom Terrace Duplex,95000000.0,"₦ 95,000,000",3.0,3.0,House,By General Paint Olokonla Ajah Lagos,By General Paint Olokonla,Ajah,Lagos,Overhplus Properties,Governor's Consent; 24 Hours Security; Drainage System,30 Mar 2026,https://www.propertypro.ng/property/3-bedroom-house-for-sale-by-general-paint-olokonla-ajah-lagos-9PJGH
2PQSU,5 Bedroom Detached Duplex With Bq,380000000.0,"₦ 380,000,000",5.0,6.0,House,Lokogoma Abuja,Lokogoma,Abuja,Abuja,Lighthouse Property,Parking Space; All Room Ensuit; Mosques Nearby,26 May 2026,https://www.propertypro.ng/property/5-bedroom-house-for-sale-lokogoma-abuja-2PQSU
4PQNX,Spacious One Bedroom Flat,60000000.0,"₦ 60,000,000",1.0,2.0,Flat Apartment,Off Pedro Road Gbagada Phase 1 Gbagada Lagos,Off Pedro Road Gbagada Phase 1,Gbagada,Lagos,.,Big Compound; Parking Space; Pop Ceiling,25 May 2026,https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-sale-off-pedro-road-gbagada-phase-1-gbagada-lagos-4PQNX
1PSFX,4 Bedroom Terrace Duplex With A Room Bq,380000000.0,"₦ 380,000,000",4.0,5.0,House,Jahi Abuja,Jahi,Abuja,Abuja,Lighthouse Property,Big Compound; Parking Space; Mosques Nearby,09 Jun 2026,https://www.propertypro.ng/property/4-bedroom-house-for-sale-jahi-abuja-1PSFX
0NMGW,Newly Built 3 Bedroom Flat,80000000.0,"₦ 80,000,000",3.0,3.0,House,Sabo Yaba Lagos,Sabo,Yaba,Lagos,Barbsconsult,All Room Ensuit; C Of O,04 Sep 2025,https://www.propertypro.ng/property/3-bedroom-house-for-sale-sabo-yaba-lagos-0NMGW
2PJPC,Newly Built 3 Bedroom Flat With Bq,160000000.0,"₦ 160,000,000",3.0,4.0,Flat Apartment,Alagomeji Yaba Lagos,Alagomeji,Yaba,Lagos,Barbsconsult homes,,01 Apr 2026,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-sale-alagomeji-yaba-lagos-2PJPC
7NVYL,Newly Built 4 Bedroom Terraced Duplex,450000000.0,"₦ 450,000,000",4.0,,House,Opebi Ikeja Lagos,Opebi,Ikeja,Lagos,Jerman Properties,,28 Nov 2025,https://www.propertypro.ng/property/4-bedroom-house-for-sale-opebi-ikeja-lagos-7NVYL
0PNSE,"1 Bedroom Apartment With Elevator, Pool, Gym",210000000.0,"₦ 210,000,000",1.0,1.0,Flat Apartment,Ikate Lekki Lagos,Ikate,Lekki,Lagos,Tigano,Governor's Consent; Cctv Cameras; 24 Hours Security,08 May 2026,https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-sale-ikate-lekki-lagos-0PNSE
4PPBJ,Automated 5 Bedroom Fully Detached Duplex With Bq,370000000.0,"₦ 370,000,000",5.0,5.0,House,Chevron Estate Lekki Lagos,Chevron Estate,Lekki,Lagos,Hyginus Emecheta,,12 May 2026,https://www.propertypro.ng/property/5-bedroom-house-for-sale-chevron-estate-lekki-lagos-4PPBJ
2PQSD,Primed 840sqm Residential Plot,630000000.0,"₦ 630,000,000",,,Land,Carlton Gate Estate Chevron Lekki Lagos,Carlton Gate Estate Chevron,Lekki,Lagos,Innerowrkings investments,Only on PropertyPro,26 May 2026,https://www.propertypro.ng/property/land-for-sale-carlton-gate-estate-chevron-lekki-lagos-2PQSD
1PDKX,5 Bedroom Semi Detached Duplex,1300000000.0,"₦ 1,300,000,000",5.0,,House,Parkview Estate Ikoyi Lagos,Parkview Estate,Ikoyi,Lagos,Cruzi Global,,16 Feb 2026,https://www.propertypro.ng/property/5-bedroom-house-for-sale-parkview-estate-ikoyi-lagos-1PDKX
4PNSK,Land Measuring 250sqm,5000000.0,"₦ 5,000,000",2.0,2.0,Land,Kuje Abuja,Kuje,Abuja,Abuja,TJ Proactive,,09 May 2026,https://www.propertypro.ng/property/2-bedroom-land-for-sale-kuje-abuja-4PNSK
4PTEG,Luxury 4 Bedroom Apartment With Bq,800000000.0,"₦ 800,000,000",4.0,4.0,Flat Apartment,Ikoyi Lagos,Ikoyi,Lagos,Lagos,Overhplus Properties,Jacuzzi; Governor's Consent; Cctv Cameras,16 Jun 2026,https://www.propertypro.ng/property/4-bedroom-flat-apartment-for-sale-ikoyi-lagos-4PTEG
6PPBP,7 Bedroom Duplex With Block Of Flat,40000000000.0,"₦ 40,000,000,000",7.0,7.0,Flat Apartment,Abai Road Banana Island Ikoyi Lagos,Abai Road Banana Island,Ikoyi,Lagos,Hyginus Emecheta,,12 May 2026,https://www.propertypro.ng/property/7-bedroom-flat-apartment-for-sale-abai-road-banana-island-ikoyi-lagos-6PPBP
0NKDX,One Acre Of Land,1000000000.0,"₦ 1,000,000,000",,,Land,International Airport Rd Ikeja Lagos Mainland Airport Road(ikeja) Ikeja Lagos,International Airport Rd Ikeja Lagos Mainland Airport Road(ikeja),Ikeja,Lagos,DORIWHALLY PROPERTIES,,17 Aug 2025,https://www.propertypro.ng/property/land-for-sale-international-airport-rd-ikeja-lagos-mainland-airport-roadikeja-ikeja-lagos-0NKDX
0NUUQ,3 Bedroom Apartment,25000000.0,"₦ 25,000,000",3.0,4.0,House,"Ikumakpayi Street, Off Benin Akure Expressway, Iyowa Asaba Delta","Ikumakpayi Street, Off Benin Akure Expressway, Iyowa",Asaba,Delta,Baker Industries,Big Compound; Drainage System; C Of O,17 Nov 2025,https://www.propertypro.ng/property/3-bedroom-house-for-sale-ikumakpayi-street-off-benin-akure-expressway-iyowa-asaba-delta-0NUUQ
4PQPH,Lovely 3 Bedroom Apartment + Bq,150000000.0,"₦ 150,000,000",3.0,4.0,House,Akoka Yaba Lagos,Akoka,Yaba,Lagos,.,,25 May 2026,https://www.propertypro.ng/property/3-bedroom-house-for-sale-akoka-yaba-lagos-4PQPH
1PPCX,Multi Purpose Land,2500000000.0,"₦ 2,500,000,000",,,Land,Idu Industrial (institution And Research) Idu Abuja,Idu Industrial (institution And Research),Idu,Abuja,TJ Proactive,,12 May 2026,https://www.propertypro.ng/property/land-for-sale-idu-industrial-institution-and-research-idu-abuja-1PPCX
6PUQE,4 Bedroom Terrace Duplex,160000000.0,"₦ 160,000,000",4.0,4.0,House,Orchid Lekki Lagos,Orchid,Lekki,Lagos,ABIMBOLA DADA,,28 Jun 2026,https://www.propertypro.ng/property/4-bedroom-house-for-sale-orchid-lekki-lagos-6PUQE
6PDKL,4bed Massionette+bq..,800000000.0,"₦ 800,000,000",4.0,5.0,House,Shonibare Estate Maryland Lagos,Shonibare Estate,Maryland,Lagos,Dollyrealty,Newly Built; Serviced; Only on PropertyPro,16 Feb 2026,https://www.propertypro.ng/property/4-bedroom-house-for-sale-shonibare-estate-maryland-lagos-6PDKL
9PPBF,679sqm Dry Land,35000000.0,"₦ 35,000,000",,,Land,Lakowe Ajah Lagos,Lakowe,Ajah,Lagos,Firmwealth Realtors,,12 May 2026,https://www.propertypro.ng/property/land-for-sale-lakowe-ajah-lagos-9PPBF
0NMNX,3 Bedroom Flat,150000000.0,"₦ 150,000,000",3.0,3.0,House,Akoka Yaba Lagos,Akoka,Yaba,Lagos,Barbsconsult,All Room Ensuit; Boys Quater; C Of O,07 Sep 2025,https://www.propertypro.ng/property/3-bedroom-house-for-sale-akoka-yaba-lagos-0NMNX
0NLJG,Newly Built 3 Bedroom Flat,110000000.0,"₦ 110,000,000",3.0,3.0,House,Masha Surulere Lagos,Masha,Surulere,Lagos,Barbsconsult,C Of O,27 Aug 2025,https://www.propertypro.ng/property/3-bedroom-house-for-sale-masha-surulere-lagos-0NLJG
4PSJA,4 Bedroom Terrace With Bq,750000000.0,"₦ 750,000,000",4.0,4.0,House,Wuse 2 Wuse 2 Abuja,Wuse 2 Wuse,2,Abuja,EP Real,,10 Jun 2026,https://www.propertypro.ng/property/4-bedroom-house-for-sale-wuse-2-wuse-2-abuja-4PSJA
6PNWF,3 Bedroom Apartment,400000000.0,"₦ 400,000,000",3.0,3.0,Flat Apartment,Ikate Lekki Lagos,Ikate,Lekki,Lagos,Tigano,Governor's Consent; Cctv Cameras; 24 Hours Security,10 May 2026,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-sale-ikate-lekki-lagos-6PNWF
7PCZH,Massive Commercial 5 Bedroom Terraced Duplex,160000000.0,"₦ 160,000,000",5.0,5.0,House,Ologolo Lekki Lagos,Ologolo,Lekki,Lagos,Cruzi Global,,12 Feb 2026,https://www.propertypro.ng/property/5-bedroom-house-for-sale-ologolo-lekki-lagos-7PCZH
3NQEG,3 Bedroom Flat,160000000.0,"₦ 160,000,000",3.0,4.0,House,Allen Avenue Ikeja Lagos,Allen Avenue,Ikeja,Lagos,.,,02 Oct 2025,https://www.propertypro.ng/property/3-bedroom-house-for-sale-allen-avenue-ikeja-lagos-3NQEG
9PNSC,"2 Bedroom Apartments With Pool, Elevator, Gym Etc",240000000.0,"₦ 240,000,000",2.0,2.0,Flat Apartment,Ikate Lekki Lagos,Ikate,Lekki,Lagos,Tigano,Governor's Consent; Cctv Cameras; 24 Hours Security,08 May 2026,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-sale-ikate-lekki-lagos-9PNSC
0PQMH,730sqm Land With Duplex Structure,2000000000.0,"₦ 2,000,000,000",,,Land,Parkview Estate Ikoyi Lagos,Parkview Estate,Ikoyi,Lagos,Pearlfield Concepts,,24 May 2026,https://www.propertypro.ng/property/land-for-sale-parkview-estate-ikoyi-lagos-0PQMH
4PJUF,Luxury 2 Bedroom A[artment Plus Bq,140000000.0,"₦ 140,000,000",2.0,2.0,Flat Apartment,Ologolo Lekki Lagos,Ologolo,Lekki,Lagos,Cruzi Global,Big Compound; Cctv Cameras; 24 Hours Security,03 Apr 2026,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-sale-ologolo-lekki-lagos-4PJUF
5PRRR,5 Bedroom Detached Duplex With Bq,1600000000.0,"₦ 1,600,000,000",5.0,6.0,House,Guzape Abuja,Guzape,Abuja,Abuja,Lighthouse Property,Big Compound; Parking Space; All Room Ensuit,04 Jun 2026,https://www.propertypro.ng/property/5-bedroom-house-for-sale-guzape-abuja-5PRRR
8PJGS,4bed Apartment+bq,500000000.0,"₦ 500,000,000",4.0,5.0,Flat / Apartment,Ikeja Gra Ikeja Lagos,Ikeja Gra,Ikeja,Lagos,Dollyrealty,Newly Built; Serviced; Only on PropertyPro,30 Mar 2026,https://www.propertypro.ng/property/4-bedroom-flat-apartment-for-sale-ikeja-gra-ikeja-lagos-8PJGS
5PRYD,Fully Furnished And Serviced 2bed In Ilasan Ikate,230000000.0,"₦ 230,000,000",2.0,3.0,Flat Apartment,Ikate Lekki Lagos,Ikate,Lekki,Lagos,Milebrook,Boys Quater,06 Jun 2026,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-sale-ikate-lekki-lagos-5PRYD
7PTJB,"5 Bedroom Fully Detached Duplex With Bq, Pool Etc.",600000000.0,"₦ 600,000,000",5.0,5.0,House,Osapa London Lekki Lagos,Osapa London,Lekki,Lagos,Tigano,Jacuzzi; Governor's Consent; Cctv Cameras,17 Jun 2026,https://www.propertypro.ng/property/5-bedroom-house-for-sale-osapa-london-lekki-lagos-7PTJB
2PMJF,4 Bedroom Semi Detached Duplex,165000000.0,"₦ 165,000,000",4.0,5.0,House,Opebi Ikeja Lagos,Opebi,Ikeja,Lagos,Barbsconsult homes,,27 Apr 2026,https://www.propertypro.ng/property/4-bedroom-house-for-sale-opebi-ikeja-lagos-2PMJF
6PRRQ,Semi Detached Duplex With A Room Bq,650000000.0,"₦ 650,000,000",4.0,5.0,House,Wuse 1 Abuja,Wuse,1,Abuja,Lighthouse Property,Big Compound; Parking Space; All Room Ensuit,04 Jun 2026,https://www.propertypro.ng/property/4-bedroom-house-for-sale-wuse-1-abuja-6PRRQ
5PRTQ,Wuye Plots For Sale,2100000000.0,"₦ 2,100,000,000",,,Commercial Property,Location...wuye Central Business District Abuja World Trade Centre Central Business District Abuja,Location...wuye Central Business District Abuja World Trade Centre Central Business,District,Abuja,Hyginus Emecheta,Cctv Cameras; 24 Hours Security; Free Wifi,04 Jun 2026,https://www.propertypro.ng/property/commercial-property-for-sale-locationwuye-central-business-district-abuja-world-trade-centre-central-business-district-abuja-5PRTQ
8PNSK,5 Bedroom Detached Duplex,305000000.0,"₦ 305,000,000",5.0,5.0,House,Life Camp Abuja,Life,Camp,Abuja,TJ Proactive,,09 May 2026,https://www.propertypro.ng/property/5-bedroom-house-for-sale-life-camp-abuja-8PNSK
6PPDE,Land,2500000000.0,"₦ 2,500,000,000",,,Land,Idu Industrial (institution And Research) Abuja,Idu Industrial (institution And,Research),Abuja,TJ Proactive,,13 May 2026,https://www.propertypro.ng/property/land-for-sale-idu-industrial-institution-and-research-abuja-6PPDE
5PRVN,"4 Bedroom Terrace Duplex With Bq In Oregun , Lkeja",300000000.0,"₦ 300,000,000",4.0,5.0,House,Oregun Ikeja Lagos,Oregun,Ikeja,Lagos,Comfort Home,Jacuzzi; Cctv Cameras; 24 Hours Security,05 Jun 2026,https://www.propertypro.ng/property/4-bedroom-house-for-sale-oregun-ikeja-lagos-5PRVN
1PDLF,5 Bedroom Fully Detached Duplex With Bq,900000000.0,"₦ 900,000,000",5.0,,House,Chevron Lekki Lagos,Chevron,Lekki,Lagos,Tugaris Realtor,Only on PropertyPro,16 Feb 2026,https://www.propertypro.ng/property/5-bedroom-house-for-sale-chevron-lekki-lagos-1PDLF
7NTGP,0ffice Spaces,3000000.0,"₦ 3,000,000",,,Commercial Property,"2nd Avenue, Gwarinpa Estate Gwarinpa Abuja","2nd Avenue, Gwarinpa Estate",Gwarinpa,Abuja,Baker Industries,,31 Oct 2025,https://www.propertypro.ng/property/commercial-property-for-sale-2nd-avenue-gwarinpa-estate-gwarinpa-abuja-7NTGP
9PRZQ,A Newly Built Very Standard 3bedroom Flat,140000000.0,"₦ 140,000,000",3.0,4.0,House,Magodo Kosofe Ikosi Lagos,Magodo Kosofe,Ikosi,Lagos,.,,07 Jun 2026,https://www.propertypro.ng/property/3-bedroom-house-for-sale-magodo-kosofe-ikosi-lagos-9PRZQ
8PQTP,Buildable 1200sqm Land Size,180000000.0,"₦ 180,000,000",,,Land,Maitama Extension Mpape Abuja,Maitama Extension,Mpape,Abuja,-,,26 May 2026,https://www.propertypro.ng/property/land-for-sale-maitama-extension-mpape-abuja-8PQTP
9PTMH,477sqm Of Land At Ketu Fenced With Gate,95000000.0,"₦ 95,000,000",,,Land,Ketu Lagos,Ketu,Lagos,Lagos,ET CETERA,Survey,19 Jun 2026,https://www.propertypro.ng/property/land-for-sale-ketu-lagos-9PTMH
5PTKF,10 Plots Of Land Facing The Monastery Road Sangotedo,1800000000.0,"₦ 1,800,000,000",,,Land,Sangotedo Ajah Lagos,Sangotedo,Ajah,Lagos,ET CETERA,,18 Jun 2026,https://www.propertypro.ng/property/land-for-sale-sangotedo-ajah-lagos-5PTKF
4PTLC,6 Bedroom Fully Detached Duplex,1000000000.0,"₦ 1,000,000,000",6.0,6.0,House,Royal Garden Estate Ajah Lagos,Royal Garden Estate,Ajah,Lagos,Bolanle,,18 Jun 2026,https://www.propertypro.ng/property/6-bedroom-house-for-sale-royal-garden-estate-ajah-lagos-4PTLC
0NYBN,Newly Built 5 Bedroom Fully Detached Duplex,330000000.0,"₦ 330,000,000",5.0,,House,New Oko Oba Agege Lagos,New Oko Oba,Agege,Lagos,Jerman Properties,,22 Dec 2025,https://www.propertypro.ng/property/5-bedroom-house-for-sale-new-oko-oba-agege-lagos-0NYBN
3PPYT,Luxury 5 Bedroom Semi Detached Duplex With Bq,550000000.0,"₦ 550,000,000",5.0,5.0,House,Ikota Lekki Lagos,Ikota,Lekki,Lagos,Real Gates,Jacuzzi; Cctv Cameras; 24 Hours Security,20 May 2026,https://www.propertypro.ng/property/5-bedroom-house-for-sale-ikota-lekki-lagos-3PPYT
1PRGM,Newly Built 3 Bedroom Flat,140000000.0,"₦ 140,000,000",3.0,3.0,House,Off Cmd Rd Kosofe Ikosi Lagos,Off Cmd Rd Kosofe,Ikosi,Lagos,Barbsconsult,Parking Space; All Room Ensuit; Security,01 Jun 2026,https://www.propertypro.ng/property/3-bedroom-house-for-sale-off-cmd-rd-kosofe-ikosi-lagos-1PRGM
9PSFP,5 Bedroom Fully Detached Duplex,3500000000.0,"₦ 3,500,000,000",5.0,5.0,House,Ikoyi Lagos,Ikoyi,Lagos,Lagos,Bolanle,,09 Jun 2026,https://www.propertypro.ng/property/5-bedroom-house-for-sale-ikoyi-lagos-9PSFP
9PESY,Land Measuring 500sqm,25000000.0,"₦ 25,000,000",,,Land,"Along Igbe Road, Ijede Ikorodu Lagos","Along Igbe Road, Ijede",Ikorodu,Lagos,Baker Industries,,26 Feb 2026,https://www.propertypro.ng/property/land-for-sale-along-igbe-road-ijede-ikorodu-lagos-9PESY
4PTLR,Stnandard 8 Plots Of Land [4100sqm] For Sale,9500000000.0,"₦ 9,500,000,000",,,Land,Isaac John Street Ikeja Lagos,Isaac John Street,Ikeja,Lagos,Hyginus Emecheta,24 Hours Security; Survey; Street Lights,18 Jun 2026,https://www.propertypro.ng/property/land-for-sale-isaac-john-street-ikeja-lagos-4PTLR
0PRVM,3 Bedroom Apartments With A Bq &pool In Lkeja Gra,450000000.0,"₦ 450,000,000",3.0,4.0,House,Ikeja Gra Ikeja Lagos,Ikeja Gra,Ikeja,Lagos,Comfort Home,Cctv Cameras; 24 Hours Security; Drainage System,05 Jun 2026,https://www.propertypro.ng/property/3-bedroom-house-for-sale-ikeja-gra-ikeja-lagos-0PRVM
6PSJB,4 Bedroom Terrace With Bq,280000000.0,"₦ 280,000,000",4.0,4.0,House,Life Camp Life Camp Abuja,Life Camp Life,Camp,Abuja,EP Real,,10 Jun 2026,https://www.propertypro.ng/property/4-bedroom-house-for-sale-life-camp-life-camp-abuja-6PSJB
3PSHL,4 Bedroom Terrace Duplex With Bq,155000000.0,"₦ 155,000,000",4.0,4.0,House,Osapa London Lekki Lagos,Osapa London,Lekki,Lagos,Bolanle,,10 Jun 2026,https://www.propertypro.ng/property/4-bedroom-house-for-sale-osapa-london-lekki-lagos-3PSHL
5PPFN,5 Bedroom Terrace Duplex,600000000.0,"₦ 600,000,000",5.0,5.0,House,Off Admiralty Way Lekki Phase 1 Lekki Lagos,Off Admiralty Way Lekki Phase 1,Lekki,Lagos,Overhplus Properties,,13 May 2026,https://www.propertypro.ng/property/5-bedroom-house-for-sale-off-admiralty-way-lekki-phase-1-lekki-lagos-5PPFN
7PSHZ,2 Bedroom Apartment,150000000.0,"₦ 150,000,000",2.0,2.0,House,Mabushi Mabushi Abuja,Mabushi,Mabushi,Abuja,EP Real,,10 Jun 2026,https://www.propertypro.ng/property/2-bedroom-house-for-sale-mabushi-mabushi-abuja-7PSHZ
3PSYT,A Gigantic Spacious 3bed Detached Duplex,170000000.0,"₦ 170,000,000",3.0,4.0,House,Opebi Ikeja Lagos,Opebi,Ikeja,Lagos,.,,15 Jun 2026,https://www.propertypro.ng/property/3-bedroom-house-for-sale-opebi-ikeja-lagos-3PSYT
7PNGH,4 Bedroom Terrace Duplex With Bq,100000000.0,"₦ 100,000,000",4.0,4.0,House,Life Camp Abuja,Life,Camp,Abuja,TJ Proactive,,06 May 2026,https://www.propertypro.ng/property/4-bedroom-house-for-sale-life-camp-abuja-7PNGH
9PSHS,5 Bedroom Detached,240000000.0,"₦ 240,000,000",5.0,5.0,House,Gwarimpa Gwarinpa Abuja,Gwarimpa,Gwarinpa,Abuja,EP Real,,10 Jun 2026,https://www.propertypro.ng/property/5-bedroom-house-for-sale-gwarimpa-gwarinpa-abuja-9PSHS
6PPNH,5 Bedroom Fully Detached Duplex,325000000.0,"₦ 325,000,000",5.0,5.0,House,Sangotedo Ajah Lagos,Sangotedo,Ajah,Lagos,John Boris,Only on PropertyPro,15 May 2026,https://www.propertypro.ng/property/5-bedroom-house-for-sale-sangotedo-ajah-lagos-6PPNH
5PPBM,4 Units Of 3 Bedroom Flat,150000000.0,"₦ 150,000,000",3.0,3.0,Flat Apartment,Oshogun Egbeda Alimosho Lagos,Oshogun Egbeda,Alimosho,Lagos,Hyginus Emecheta,,12 May 2026,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-sale-oshogun-egbeda-alimosho-lagos-5PPBM
2NQHL,4 Bedroom Semi Detached Duplex With Bq,260000000.0,"₦ 260,000,000",5.0,6.0,House,Orchid Lekki Lagos,Orchid,Lekki,Lagos,.,,03 Oct 2025,https://www.propertypro.ng/property/5-bedroom-house-for-sale-orchid-lekki-lagos-2NQHL
9PDAN,Massive 5 Bedroom Fully Detached Duplex,1200000000.0,"₦ 1,200,000,000",5.0,5.0,House,Nicon Town Lekki Lagos,Nicon Town,Lekki,Lagos,Cruzi Global,,12 Feb 2026,https://www.propertypro.ng/property/5-bedroom-house-for-sale-nicon-town-lekki-lagos-9PDAN
3NYBU,Newly Built 4 Bedroom Detached Duplex,480000000.0,"₦ 480,000,000",4.0,,House,Adeniyi Jones Ikeja Lagos,Adeniyi Jones,Ikeja,Lagos,Jerman Properties,,22 Dec 2025,https://www.propertypro.ng/property/4-bedroom-house-for-sale-adeniyi-jones-ikeja-lagos-3NYBU
